category,paper_id,title,authors,task,type,needs_training,extra_data,code,s1_mod_pos,s2_no_extra_data,s3_has_code,s4_pluggable,score_total,verdict,ease,keyword_hits
Regular Papers,760,CIA: Class- and Instance-aware Adaptation for Vision-Language Models,"Lin Peng, Cong Wan, Shaokun Wang, Xiang Song, Yuhang He, Yihong Gong",VLM,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,766,EchoMask: Speech-Queried Attention-based Mask Modeling for Holistic Co-Speech Motion Generation,"Xiangyue Zhang, Jianfang Li, Jiaxu Zhang, Jianqiang Ren, Liefeng Bo, Zhigang Tu",Seg,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,770,OnlineHOI: Towards Online Human-Object Interaction Generation and Perception,"Yihong Ji, Yunze Liu, Yiyao Zhuo, Weijiang Yu, Fei Ma, Joshua Huang, Fei Yu",Video,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,778,DeLoad: Demand-Driven Short-Video Preloading with Scalable Watch-Time Estimation,"Tong Liu, Zhiwei Fan, Guanyan Peng, Haodan Zhang, yucheng Zhang, Zhen Wang, Pengjin Xie, Liang Liu",Video,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,786,Human Motion Generation in 3D Scenes from Open-Ended Textual Instructions with MLLM Planning,"Siyi Qian, Jian Fang, Yuzhou Mao, Yayun Zou, Wentao Zhang, Haiwei Xue",VLM,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,788,Relightable and Dynamic Gaussian Avatar Reconstruction from Monocular Video,"Seonghwa Choi, Moonkyeong Choi, Mingyu Jang, Jaekyung Kim, Jianfei Cai, Wen-Huang Cheng, Sanghoon Lee",Video,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,794,HeLo: Heterogeneous Multi-Modal Fusion with Label Correlation for Emotion Distribution Learning,"Chuhang Zheng, Chunwei Tian, Jie Wen, Daoqiang Zhang, Qi Zhu",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,801,StereoINR: Cross-View Geometry Consistent Stereo Super Resolution with Implicit Neural Representation,"Yi Liu, Xinyi Liu, Yi Wan, Panwang Xia, Qiong Wu, Yongjun Zhang",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,814,Advanced SpikingYOLOX: Extending Spiking Neural Network on Object Detection with Spike-based Partial Self-Attention and 2D-Spiking Transformer,"Wei Miao, Jiangrong Shen, Hongming Xu, Tommi Kärkkäinen, Qi Xu, Yi Xu, Fengyu Cong",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,816,3DGabSplat: 3D Gabor Splatting for Frequency-adaptive Radiance Field Rendering,"Junyu Zhou, Yuyang Huang, Wenrui Dai, Junni Zou, Ziyang Zheng, Nuowen Kan, Chenglin Li, Hongkai Xiong",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,822,Benchmarking and Bridging Emotion Conflicts for Multimodal Emotion Reasoning,"Zhiyuan Han, Beier Zhu, Yanlong Xu, Peipei Song, Xun Yang",VLM,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Regular Papers,836,DITL²: Dual-Stage Invariance Transfer Learning for Generalizable Document Image Tampering Localization,"Songze Li, Yunfei Guo, Shen Chen, Bin Li, Kaiqing Lin, Changsheng Chen, Haodong Li, Taiping Yao, Shouhong Ding",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,838,Visual Instance-aware Prompt Tuning,"Xi Xiao, Yunbei Zhang, Xingjian Li, Tianyang Wang, Xiao Wang, YUXIANG WEI, Jihun Hamm, Min Xu",Other,Adapter-Prompt,Y,N,Unknown,1,1,0,1,3,KEEP,4,prompt
Regular Papers,843,RobustVisH: Robust Visual-Haptic Cross-Modal Recognition Under Transmission Interference,"Rouqi Zhang, Chengdi Lu, Hancheng Lu, Yang Cao, Tiesong Zhao",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,845,CLIP-Guided Backdoor Defense via Entropy-Based Data Separation,"Binyan Xu, Fan YANG, Xilin Dai, Di Tang, Kehuan Zhang",Other,Loss / Training trick,Y,N,Unknown,1,1,0,1,3,KEEP,4,kd
Regular Papers,846,Dome-DETR: DETR with Density-Oriented Feature-Query Manipulation for Efficient Tiny Object Detection,"Zhangchi Hu, Peixi Wu, Jie Chen, Huyue Zhu, Yijun Wang, Yansong Peng, Hebei Li, Xiaoyan Sun",Other,Other,Y,N,Unknown,0,1,0,0,1,KEEP,2,efficient
Regular Papers,859,DetectAnyLLM: Towards Generalizable and Robust Detection of Machine-Generated Text Across Domains and Models,"Jiachen Fu, Chun-Le Guo, Chongyi Li",VLM,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,866,LEAF: Local Emphatic and Adaptive Fusion State Space Model for RGB-D Salient Object Detection,"Lanhu Wu, Zilin Gao, Hao Fei, Mong-Li Lee, Wynne Hsu",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,872,AICL: Action In-Context Learning For Text-to-Video Generation,"Jianzhi Liu, Junchen Zhu, Pengpeng Zeng, Lianli Gao, Heng Tao Shen, Jingkuan Song",Video,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,885,Butter: Frequency-Adaptive Feature Consistency and Progressive Hierarchical Fusion for Efficient Object Detection in Autonomous Driving,"Xiaojian Lin, Wenxin Zhang, Yuchu Jiang, Wangyu Wu, Yiran Guo, Kangxu Wang, Zongzheng Zhang, Guijin Wang, Lei Jin, Hao Zhao",Other,Other,Y,N,Unknown,0,1,0,0,1,KEEP,2,efficient
Regular Papers,895,PMG: Progressive Motion Generation via Sparse Anchor Postures Curriculum Learning,"Yingjie Xi, Jian Zhang, Xiaosong Yang",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,902,Meta-Illustrator: Transferring Illustrations from 2D Interactive Image Space to 3D Immersive Exploration Space,"Richen Liu, Lingyu Sun, Xuefeng Huang, Yiran Li, Jiang Zhang, Siru Chen, Zhouhao Wu, Ayush Kumar, Chufan Lai",Other,Adapter-Prompt,Y,N,Unknown,1,1,0,1,3,KEEP,4,lora
Regular Papers,903,REMOTE: A Unified Multimodal Relation Extraction Framework with Multilevel Optimal Transport and Mixture-of-Experts,"Xinkui Lin, Yongxiu Xu, Minghao Tang, zhangshilong zhangshilong, Hongbo Xu, Hao Xu, Yubin Wang",Video,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,908,Tora2: Motion and Appearance Customized Diffusion Transform for Multi-Entity Video Generation,"Zhenghao Zhang, Junchao Liao, Xiangyu Meng, Long Qin, Weizhi Wang",Video,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,910,Boosting Single-Domain Generalized Object Detection via Vision-Language Knowledge Interaction,"Xiaoran Xu, Jiangang Yang, Wenyue Chong, Wenhui Shi, Shichu Sun, Jing Xing, Jian Liu",Video,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,913,DepthDark: Robust Monocular Depth Estimation for Low-Light Environments,"Longjian Zeng, Zunjie Zhu, Rongfeng Lu, Ming Lu, Bolun Zheng, Chenggang Yan, anke xue",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,922,DualFPT: Handling Data Heterogeneity in Federated Prompt Tuning from both Generalized and Personalized Perspective,"Yuliang Chen, Xi Lin, Chao Sang, Xiu Su",Other,Adapter-Prompt,Y,N,Unknown,1,1,0,1,3,KEEP,4,prompt
Regular Papers,923,UMSD:High Realism Motion Style Transfer via Unified Mamba-based Diffusion,"Ziyun Qian, Xiao-Zeyu Xiao-Zeyu, Xingliang Jin, Dingkang Yang, Mingcheng Li, Zhenyi Wu, Dongliang Kou, Peng Zhai, Lihua Zhang",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,929,SynergyAmodal: Deocclude Anything with Text Control,"Xinyang Li, Chengjie Yi, JiaWei Lai, Mingbao Lin, Yansong Qu, Shengchuan Zhang, Liujuan Cao",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,931,Counting by Points: Density-Guided Weakly-Supervised Nuclei Segmentation in Histopathological Images,"Lingbo Zhang, Bingqian Sun, Linghan Cai, Yifeng Wang, Ye Zhang, Songhan Jiang, Kai Zhang, Yongbing Zhang",Seg,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,939,Farther Than Mirror: Explore Pattern-Compensated Depth of Mirror with Temporal Changes for Video Mirror Detection,"Zhaohu Xing, Lihao Liu, Tian Ye, Sixiang Chen, Yijun Yang, Guang Liu, Lei Zhu",Video,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,945,FineQuest: Adaptive Knowledge-Assisted Sports Video Understanding via Agent-of-Thoughts Reasoning,"Haodong Chen, Haojian Huang, Xinxiang Yin, Dian Shao",Video,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,950,Cross-Modal Dual-Causal Learning for Long-Term Action Recognition,"Xu Shaowu, Xibin Jia, Junyu Gao, Qianmei Sun, Jing Chang, Chao Fan",Video,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,952,OpenMap: Instruction Grounding via Open-Vocabulary Visual-Language Mapping,"Danyang Li, Zenghui Yang, Guangpeng Qi, Songtao Pang, Guangyong Shang, Qiang Ma, Zheng Yang",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,957,Spatiotemporal Degradation-Aware 3D Gaussian Splatting for Realistic Underwater Scene Reconstruction,"Shaohua Liu, Ning Gao, Zuoya Gu, Hongkun Dou, Yue Deng, Hongjue Li",Video,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,960,DiffusionMat: Alpha Matting as Deterministic Sequential Refinement Learning,"Yangyang Xu, Shengfeng He, Wenqi Shao, Yong Du, Kwan-Yee Wong, Yu Qiao, Jun Yu, Ping Luo",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,963,Novel Category Discovery with X-Agent Attention for Open-Vocabulary Semantic Segmentation,"Jiahao Li, Yang Lu, Yachao Zhang, FangyongWang FangyongWang, Yuan Xie, Yanyun Qu",Seg,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,969,HGCF: Hierarchical Geometry-Color Fusion for Multimodal Industrial Anomaly Detection,"Min Li, Jinghui He, Jiachen Li, Delong Han, Jin Wan, Gang Li",VLM,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,971,Unsupervised Dual-Domain Memory Model for Time Series Anomaly Detection,"Mingle Zhou, Xingli Wang, Jiachen Li, Delong Han, Gang Li",Other,Adapter-Prompt,Y,N,Unknown,1,1,0,1,3,KEEP,4,memory
Regular Papers,985,VLHP: Learning Discriminative Vision-Language Hybrid Prototypes for Weakly Supervised Semantic Segmentation,"Jingyuan Fang, Yang Ning, Xiushan Nie, Xinfeng Liu, Zhiyong Cheng",VLM,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,992,Outlier-Aware Model Merging for Efficient Multitask Inference,"Qiyuan Zhu, Lujun Li, Dezhi Li, Jiacheng Liu, Pengyu Cheng, Yucheng Xu, Sirui Han, Yike Guo",Other,Other,Y,N,Unknown,0,1,0,0,1,KEEP,2,efficient
Regular Papers,997,Tackling Device Data Distribution Real-time Shift via Prototype-based Parameter Editing,"Zheqi Lv, Wenqiao Zhang, Kairui Fu, Qi Tian, Shengyu Zhang, Jiajie Su, Jingyuan Chen, Kun Kuang, Fei Wu",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1010,Adaptive Prompt Learning for Blind Image Quality Assessment with Multi-modal Mixed-datasets Training,"Yan Zhong, Xinping Zhao, Li Zhang, Xinyuan Song, Tingting Jiang",Other,Adapter-Prompt,Y,Y,Unknown,1,0,0,1,2,KEEP,3,prompt
Regular Papers,1011,DynMark: A Robust Watermarking Solution for Dynamic Screen Content with Small-size Screenshot Support,"Changyu Rao, Gaozhi Liu, Sheng Li, Xinpeng Zhang, Zhenxing Qian",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1021,Harnessing Multimodal Large Language Models for Personalized Product Search with Query-aware Refinement,"Beibei Zhang, Yanan Lu, Ruobing Xie, Zongyi Li, Siyuan Xing, Tongwei Ren, Lin Fen",Retrieval,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1032,Wild3A: Novel View Synthesis from Any Dynamic Images in Seconds,"Mingrui Li, Shuhao Zhai, Zibing Zhao, Luyue Sun, Xinxiao Wang, Dong Li, Shuhong Liu, Hongyu Wang",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1033,Single Trajectory Distillation for Accelerating Image and Video Style Transfer,"Sijie Xu, Runqi Wang, Wei Zhu, Dejia Song, Nemo Chen, Xu Tang, Yao Hu",Video,Loss / Training trick,Y,N,Unknown,1,1,0,1,3,KEEP,4,distillation
Regular Papers,1035,Bimodal Debiasing for Text-to-Image Diffusion: Adaptive Guidance in Textual and Visual Spaces,"Liu Yu, Jiajun Sun, PING KUANG, Rui Zhou, Fan Zhou, Zhikun Feng",Other,Loss / Training trick,Y,N,Unknown,1,1,0,1,3,KEEP,4,"debias, bias"
Regular Papers,1036,DRMix: Decomposition-Recomposition Data Augmentation with Diffusion Model,"Shuo Wang, Zhichuan Wang, Yanmin Chen, Mengyao Zhou, Jun Luo",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1060,SSAIM: Not All Self-Attentions Contain Effective Spatial Structure in Diffusion Models for Text-to-Image Editing,"Zhenbo Yu, Jimin Dai, Yingzhen Zhang, Jian Yang, lei luo",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1064,LoCo: Training-Free Layout-to-Image Synthesis with Localized Constraints,"Peiang Zhao, Han Li, Ruiyang Jin, S Kevin Zhou",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1073,DREAM: Document Reconstruction via End-to-end Autoregressive Model,"Xin Li, Mingming Gong, Yunfei Wu, Jianxin Dai, Antai Guo, Xinghua Jiang, Haoyu Cao, Yinsong Liu, Deqiang Jiang, Xing Sun",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1080,EBaR: Efficient Buffer and Resetting for Single-Sample Continual Test-Time Adaptation,"Tianyi Ma, Maoying Qiao",Other,Other,Y,N,Unknown,0,1,0,0,1,KEEP,2,efficient
Regular Papers,1082,RWKV-PCSSC: Exploring RWKV Model for Point Cloud Semantic Scene Completion,"WenZhe He, Xiaojun Chen, Wentang Chen, hongyu wang, Ying Liu, Ruihui Li",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1093,GeoQE: Enhancing Quality of Experience in Point Cloud Streaming,"Junzhe Zhang, Chengfeng Han, Dandan Ding, Zhan Ma",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1096,InteractMove: Text-Controlled Human-Object Interaction Generation in 3D Scenes with Movable Objects,"Xinhao Cai, Minghang Zheng, Xin Jin, Yang Liu",Video,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1099,Customized Human Object Interaction Image Generation,"Zhu Xu, Zhaowen Wang, Yuxin Peng, Yang Liu",Video,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1104,Revealing Latent Information: A Physics-inspired Self-supervised Pre-training Framework for Noisy and Sparse Events,"Lin Zhu, Ruonan Liu, Xiao Wang, Lizhi Wang, Hua Huang",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1113,Self-Supervised Anatomical Consistency Learning for Vision-Grounded Medical Report Generation,"Longzhen Yang, Zhangkai Ni, Yihang Liu, Ying Wen, Lianghua He, Heng Tao Shen",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1114,Efficient Trajectory Space-Time Super-Resolution for Fast Live-cell Imaging,"Ruian He, Zixian Zhang, Ri Cheng, Weimin Tan, Bo Yan",Other,Other,Y,N,Unknown,0,1,0,0,1,KEEP,2,efficient
Regular Papers,1115,RadLAS: A Foundation Model for Interpretable Radiography Image Analysis with Lesion-Aware Self-Supervised Pre-training,"Yihang Liu, Ying Wen, Longzhen Yang, Lianghua He, Heng Tao Shen",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1116,Scaling Laws for Data-Efficient Visual Transfer Learning,"Wenxuan Yang, Qingqv Wei, Chenxi Ma, Weimin Tan, Bo Yan",Other,Other,Y,N,Unknown,0,1,0,0,1,KEEP,2,efficient
Regular Papers,1122,Contrastive Regularization over LoRA for Multimodal Biomedical Image Incremental Learning,"Haojie Zhang, Yixiong Liang, Hulin Kuang, Lihui Cen, Zhe Qu, Yigang Cen, Min Zeng, Shichao Kan",VLM,Loss / Training trick,Y,N,Unknown,1,1,0,1,3,KEEP,4,"regularization, contrastive, lora"
Regular Papers,1130,A Neural Representation Framework with LLM-Driven Spatial Reasoning for Open-Vocabulary 3D Visual Grounding,"Zhenyang Liu, Sixiao Zheng, Siyu Chen, Cairong Zhao, Longfei Liang, Xiangyang Xue, Yanwei Fu",VLM,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1131,CCStereo: Audio-Visual Contextual and Contrastive Learning for Binaural Audio Generation,"Yuanhong Chen, Kazuki Shimada, christian simon, Yukara Ikemiya, Takashi Shibuya, Yuki Mitsufuji",Audio,Loss / Training trick,Y,N,Unknown,1,1,0,1,3,KEEP,4,contrastive
Regular Papers,1132,Generate Aligned Anomaly: Region-Guided Few-Shot Anomaly Image-Mask Pair Synthesis for Industrial Inspection,"Yilin Lu, Jianghang Lin, Linhuang Xie, Kai Zhao, Yansong Qu, Shengchuan Zhang, Liujuan Cao, Rongrong Ji",Seg,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1135,Music2Palette: Emotion-aligned Color Palette Generation via Cross-Modal Representation Learning,"Jiayun Hu, Yueyi He, Tianyi Liang, Changbo Wang, Chenhui Li",Audio,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1139,How2Compress: Scalable and Efficient Edge Video Analytics via Adaptive Granular Video Compression,"Yuheng Wu, Thanh-Tung Nguyen, Lucas Liebe, Quang Tau, Pablo Campos, Jinghan Cheng, Dongman Lee",Video,Other,Y,N,Unknown,0,1,0,0,1,KEEP,2,efficient
Regular Papers,1142,Rethinking Diffusion Bridge Model with Dual Alignments for Medical Image Synthesis,"Jinbao Wei, Yuhang Chen, Zhijie Wang, Gang Yang, Shimin Tao, Jian Gao, Aiping Liu, Xun Chen",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1147,VAEmo: Efficient Representation Learning for Visual-Audio Emotion With Knowledge Injection,"Hao Cheng, Zhiwei Zhao, Yichao He, Zhenzhen Hu, Jia Li, Meng Wang, Richang Hong",Audio,Other,Y,N,Unknown,0,1,0,0,1,KEEP,2,efficient
Regular Papers,1148,Polarimetric Monocular Gaussian Splatting SLAM for Dense Surface Reconstruction,"Haitao Wang, Sijia Wen, Bo Guo",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1150,EditMaster: Bridging Text instruction and Visual Example for Multimodal guided Image Editing,"Jiahui Zhang, Mengtian Li, Jiewei Tang, Junyu Deng, Siyu Tian, Xiang Liu, Meng Zhang, Guangnan Ye, Yu-Gang Jiang",VLM,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1154,Zero Matrix guided Adaptive Image Vaccine against Diffusion Model-based Multitask,"Yujiang Li, Zhili Zhou, Ruohan Meng, Baowei Wang, Xiaojuan Wang, Cheng Qiao, Jiantao Zhou",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1160,Universally Unfiltered and Unseen: Input-Agnostic Multimodal Jailbreaks against Text-to-Image Model Safeguards,"Song Yan, Hui Wei, Jinlong Fei, Guoliang Yang, Zhengyu Zhao, Zheng Wang",VLM,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1166,CDIB: Consistency Discovery-guided Information Bottleneck for Multi-modal Knowledge Graph Reasoning,"Haichuan Fang, Haoran Zhang, Yulin Du, Qiang Guo, Zhen Tian, Youwei Wang, Yangdong Ye",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1169,Flexible Multi-view Clustering with Dynamic Views Generation,"Yalan Qin, Nan Pu, Hanzhou Wu, Zhaoxin Fan",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1171,InstructCrop: Teaching Multimodal Large Language Models to Crop Aesthetic Images,"Xiangfei Sheng, Pangu Xie, Weidong Zou, Pengfei Chen, Tong Zhu, Leida Li",VLM,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1172,OpenMoCap: Rethinking Optical Motion Capture under Real-world Occlusion,"Chen Qian, Danyang Li, Xinran Yu, Zheng Yang, Qiang Ma",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1186,MEDTalk: Multimodal Controlled 3D Facial Animation with Dynamic Emotions by Disentangled Embedding,"Chang Liu, Ye Pan, ChenYang Ding, Susanto Rahardja, Xiaokang Yang",VLM,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1193,Lightweight Medical Image Restoration via Integrating Reliable Lesion-Semantic Driven Prior,"Pengcheng Zheng, Kecheng Chen, Jiaxin Huang, Bohao Chen, Ju Liu, Yazhou Ren, Xiaorong Pu",Other,Other,Y,N,Unknown,0,1,0,0,1,KEEP,2,lightweight
Regular Papers,1205,FORGET ME: Federated Unlearning for Face Generation Models,"Fan Qi, Ao Liu, Zixin Zhang, Changsheng Xu",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1210,Addressing Granularity-induced Semantic Drift in OvOD via Graph-guided semantically consistent representation,"Hongyan Xu, Zhongze Wu, Ang He, Xi Lin, Yi Chen, Xiu Su",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1215,IM-POI: Bridging ID and Multi-modal Gaps in Next POI Recommendation,"SiyuanHuang SiyuanHuang, Jiahui Jin, Xin Lin, Xigang Sun, Yukun Ban",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1217,AStF: Motion Style Tranfer via Adaptive Statistics Fusor,"Hanmo Chen, Chenghao Xu, Jiexi Yan, Cheng Deng",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1219,InstructFLIP: Exploring Unified Vision-Language Model for Face Anti-spoofing,"Kun-Hsiang Lin, Yu-Wen Tseng, Kang-Yang Huang, Jhih-Ciang Wu, Wen-Huang Cheng",VLM,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1224,PP-Motion: Physical-Perceptual Fidelity Evaluation for Human Motion Generation,"Sihan Zhao, Zixuan Wang, Tianyu Luan, Jia Jia, Wentao Zhu, Jiebo Luo, Junsong Yuan, Nan Xi",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1235,Graph Unlearning Meets Influence-aware Negative Preference Optimization,"Qiang Chen, Zhongze Wu, Ang He, Xi Lin, Shuo Jiang, Shan You, Chang Xu, Yi Chen, Xiu Su",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1236,AnyStyleDiffusion: Flexible Style Transfer with Consistent Content Adaptation Across Diffusion Models,"Zhenyu Xu, Junjie Wu, Zhiyan Piao, Xiaoqi Sheng, Yu Xiao, Xinyu Zhang",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1240,LaVieID: Local Autoregressive Diffusion for Personalized Video Creation,"Wenhui Song, Hanhui Li, Jiehui Huang, Panwen Hu, Yuhao Cheng, Long Chen, Yiqiang Yan, Xiaodan Liang",Video,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1248,Residual Prior-driven Frequency-aware Network for Image Fusion,"Zheng Guan, Xue Wang, Wenhua Qian, Peng Liu, Runzhuo MA",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1252,Graph-based Approximate Nearest Neighbor Search by Deep Reinforcement Routing,"Mingjie Li, Junhao Lin, Dian Ouyang, Ying Zhang, Wei Wang",Retrieval,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1255,Test-Time Adaptation for Text-Based Person Search,"Kai Niu, Liucun Shi, Ke Han, Qinzi Zhao, Yue Wu, Yanning Zhang",Retrieval,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1257,PAF: Prototype Adaptive Fusion for Test-Time Adaptation of Vision-Language Models,"Si Chen, Yujia Chen, Xiaotian Yin, Xin Liu, Huakai Lai, Tianzhu Zhang",VLM,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1263,Exploring Fourier Prior and Event Collaboration for Low-Light Image Enhancement,"Chunyan She, Fujun Han, Chengyu Fang, Shukai Duan, Lidan Wang",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1264,MRED-14: A Benchmark for Low-Energy Residential Floor Plan Generation with 14 Flexible Inputs,"Pengyu Zeng, Jun Yin, Haoyuan Sun, Yuqin Dai, Maowei Jiang, Miao Zhang, Shuai Lu",Other,Other,Y,Y,Unknown,0,0,0,0,0,PASS,1,
Regular Papers,1268,RemoteSAM: Towards Segment Anything for Earth Observation,"Liang Yao, Fan Liu, Delong Chen, Chuanyi Zhang, Yijun Wang, Ziyun Chen, Wei Xu, Shimin Di, Yuhui Zheng",Seg,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1276,Beyond Artificial Misalignment: Detecting and Grounding Semantic-Coordinated Multimodal Manipulations,"Jinjie Shen, Yaxiong Wang, Lechao Cheng, Nan Pu, Zhun Zhong",VLM,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1291,Clustering-Oriented Generative Attribute Graph Imputation,"Mulin Chen, Bocheng Wang, Jiaxin Zhong, Zongcheng Miao, Xuelong Li",Other,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1299,TAMER: Interest Tree Augmented Modality Graph Recommender for Multimodal Recommendation,"Fanshen Meng, Zhenhua Meng, Ru Jin, Yuli Chen, Rongheng Lin, Budan Wu",VLM,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1301,Towards Robust Multimodal Domain Generalization via Modality-Domain Joint Adversarial Training,"Hongzhao Li, Hualei Wan, Liangzhi Zhang, Mingyuan Jiu, Shupan Li, Mingliang Xu, Muhammad Haris Khan",VLM,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
Regular Papers,1307,LAVA: Language Driven Scalable and Versatile Traffic Video Analytics,"Yanrui Yu, Tianfei Zhou, Jiaxin Sun, Lianpeng Qiao, Lizhong Ding, Ye Yuan, Guoren Wang",Video,Other,Y,N,Unknown,0,1,0,0,1,MAYBE,2,
